,ENGLISH_TRANSLATION,SCORE,SENTIMENT_LABEL
2521,humid sweat but but merit punjab side j day yes weight क्रति per,0.8047,positive
2522,am boy play well explain no really meme the westernmost विव्पक्,0.3182,positive
2523,bcl shakal pig jais the same see money fenk giving nun,0.34,positive
2524,bear vote cos hindu bjp danger nun,-0.5267,negative
2525,desert much better screw writer character develop bubi trulli year and,0.3612,positive
2526,j good thing away nice sleep only honest loco needle sakwan nun,0.8402,positive
2527,bc fan road car jail लेकिन् c रिमिन् nhi lion c fat chuk home lion,0.3182,positive
2528,beauty pick ever exist like look beauty outfit beauty eye beautiful nun,0.9571,positive
2529,congress sub दामन् blot that&#39;s right gall free country li led to become nun,0.5106,positive
2530,congress last nhi vp counting li bad step by step nhi upthrow said bjp,-0.5423,negative
2531,om islam caboole to do bohut the fire lagi jawani भोओथ् only chadh jawani,-0.34,negative
2532,article tomorrow band islam danger s mt do do via dhandh do it nun,-0.5267,negative
2533,ballot lodi devotees look and the vote miracle bub lotus throw then and chor kadwi true,0.7964,positive
2534,area allah sorry do tou ayat ul chair,-0.0772,negative
2535,mob lynch cow blood nhi the bar चोव्किदार् visible,0,neutral
2536,love pick mirror north week ben,0.6369,positive
2537,fight nashvillemovi fight ray ran nun,-0.6369,negative
2538,video afghan street food english up focus seri देग्दन् and tanor friends substittal simian,0.4767,positive
2539,hair you you ok nun,0.296,positive
2540,aaj ग्यन् must phew country cum to do boys grace may be,0.4215,positive
2541,humor shit mouth च्हेद् magic do vern,-0.3612,negative
2542,world cup sir india paul see the way will win sound opposite bl boleg jai india jai nun,0.7964,positive
2543,parisian subs subs vic,0,neutral
2544,brow draw everybody unfortun youssef retent fortun nun,0,neutral
2545,cheap ea phew love thirteen baat क्रति chi cerm crow ea nhi bjp spoon nun,0.6369,positive
2546,code dad war pike = best sub न्त् grubhub,0.0772,positive
2547,r ready will to know s nun,0.3612,positive
2548,upper vote bank her per no that&#39;s right nech must good rajniti li other,0.1779,positive
2549,religion peace her the place walk bastard,0,neutral
2550,worry secure km km array न्त् bhot azz her circle just baat nun,-0.128,negative
2551,jagannath jagannath me your her sad god as ichchh jai,-0.25,negative
2552,am live manna pdg to people c ontinu repot क्रते the way good morning evening evening aok whitetail,0.7096,positive
2553,or muslin जहिल् and habitat minoritu इत्न् सालोन् गुन्द् हर्कतेन् kr,0,neutral
2554,srkxfanboy beast block sale star all kr zlte second cum himself do beth both nun,-0.4404,negative
2555,obvious m exit watch to know एक्ष्त्रेम्,0,neutral
2556,newprofilep year dream come true hero love brother god one inspi nun,0.9287,positive
2557,away lant चोद्र् nun,0,neutral
2558,birthday rip miss lot yes hippie mommy,0.2732,positive
2559,congress conn खतम् क्र्न want nun,0.0772,positive
2560,in,0,neutral
2561,c boot you chatea mad sal teinu b fl aukat च् kr aukat,-0.4939,negative
2562,opposition and बजय् parliament दियन् diti aaj nobat त्ब् opposition parliament,0,neutral
2563,rape case nd person ice muscle what what her voice उथत some day me silent,-0.6908,negative
2564,santa sweet made like this last pucca armi live the essential write allah of you घद्दरोन्,0.6705,positive
2565,nation good wish bless away team hummer prime minister शुब्कम्नय् nun,0.8126,positive
2566,himself speak up nun,0,neutral
2567,such also she ram jai nun,0,neutral
2568,agent man super power gay parisian baat ace duty ring jais chor nun,0.5994,positive
2569,quit even construct ram ram ayodhya need knock court the good temple janambhoomi two,0.4404,positive
2570,main nice one her age love different way nun,0.7906,positive
2571,video love track enjoy full song facebook amaz bhumroo sung see kyzia nun,0.8126,positive
2572,first did without m still unable believe ammiallah ammi per nun,0,neutral
2573,birthday morgan freemen help line born may hippie the film the world,0.6369,positive
2574,guarantee number would wrong also question answer huh sorri ver,-0.2023,negative
2575,much love laughter bless everyone thank much wonderful favorite to know the post nun,0.9607,positive
2576,vote hit janab some hoag country devotion be the rajniti खतम् do do country work do do,0.4588,positive
2577,firdouspti us us valid jail absolutely ther dream pur to do drink bhijvay q. pur,0.3134,positive
2578,big fan between channel lane hurry up vp kushish karug,0.3182,positive
2579,did shit almost band muji look open hoag nun,-0.5574,negative
2580,sir islamabad sidr age avsom asadumaar pahnagah ramzan,0,neutral
2581,sir hit opposite apn years pehle speak up न्द,0,neutral
2582,height sir birthday sign poor colour zigzag पान्व् per dung name are favourit रन्गेएन् nun,-0.4767,negative
2583,point of view keep her the bar blood,0,neutral
2584,like perform move appreci today feel right ranjhan beautiful on,0.7506,positive
2585,fuck,-0.5423,negative
2586,disturb sub zindagi very हुक्म्रन् अवम् behi only parash,-0.4019,negative
2587,sponsor enter free र्त्र्नप् frankelio variety,0.5106,positive
2588,journalist journalist j to become cas caste jais manna,0,neutral
2589,wish birthday love hippie,0.7845,positive
2590,congratul much proud earth jai india वन्द् madram,0.4767,positive
2591,type like  look beauty  cat chat me family bubi kitty minou miao,0.743,positive
2592,world salmon khan world love भैजान् पैद्मेदिअ c अन्थर्म्सल्मन्,0.6369,positive
2593,pp hindu inco so much bullet die madhurchod र्ख्वल् to remember forget it cray first madhurchod,-0.7239,negative
2594,deshpand great stand great take र्क्न् varieti pakod wink leaf pakod nun,0.8481,positive
2595,matter mt say delhi how shakal i pet aas k krt,0.5574,positive
2596,dssagainstdowri good more bless us maximum success life pop save simran परमर्थ् nun,0.9168,positive
2597,bombay train log side road roz out granddaughter duty to see to sleep bhokok die,-0.5994,negative
2598,okat gaddro bottom चत्न् nun,0,neutral
2599,parisian lotus country behen it&#39;s over bull nazaz bachon nun,0,neutral
2600,answer sometime think baton lathon brother manat nun,0,neutral
2601,got जनदेश् only emotion sad the last years some,-0.4767,negative
2602,good final got discuss any ind jai,0.4404,positive
2603,afghanistan pay play both playing the fire buck,0.1027,positive
2604,epic land कर्तुतोन् responsibility irtc दाल् here ehh ehh ehh ehh,0,neutral
2605,mast work bittu,0,neutral
2606,zindagi may timid parisian may oh jail may did pah burial insf kanoan hove what chor tuber sorri juzri gui nun,-0.25,negative
2607,talk local fat love alambardar t tou tabla to do kahti right,0.6369,positive
2608,beaten bigger hold month the good khusra,0.0258,positive
2609,yes m witch sec bye li nun,0.0516,positive
2610,way see miles fuck cyrus org nun,-0.5423,negative
2611,hume want s right s right human right s right to move chey men अयोग् main main day main nun,0.0772,positive
2612,main tag pp even enough guy along need like kr smje handel भेएद्,0.3612,positive
2613,serf meekly sub set jay ac zoroat hi balki c nun,0,neutral
2614,hit mannyi amit tole good morning of you hope so responsible country may the fire बधयेङ्,0.75,positive
2615,wait rat mend hath comingsoon c a न्त् the moon lagi gui aidulfitr nun,0,neutral
2616,even armada effect kick time ullah fixed the hole burial tell me blooming abid ali nun,0,neutral
2617,south africa ace currently unk will play har jayeng c w c nun,0.34,positive
2618,much mean lot come thank you really,0.3612,positive
2619,terrorist ink ind hindutva saffron terrorist जाहिल् dog munh to get married,-0.886,negative
2620,bless bless the dhan dhan satguru asra out pop family nun,0.6808,positive
2621,in phone in lodey haig kr lv fudu year braqua mari j rae load nun,0,neutral
2622,dionysus who better eat mayeth also goal gossip rasgulla nun,0.296,positive
2623,sir comment sir pharmacist key apn hum link thank you अप्नेय् stable sey li some do nun,0.5719,positive
2624,thank m away chance the mill ace work kyzia jiski miss,0.4404,positive
2625,main j plszcz years some work kr take country solution kharab foreign pehchan,0.3182,positive
2626,exactly sight nafrat yes nafrat exactly door,0.4019,positive
2627,already सुदह् tu fear nun,-0.4939,negative
2628,true matter happen see c a न्त् amm c her ac tears delhi jac lagut nun,0.25,positive
2629,face video match lick footbal see ह्न्न् blind look nun,-0.4019,negative
2630,tax several hold back pure wake up issu country the world sight ht,0,neutral
2631,band mean love punjabi rude bakwa nun,0.296,positive
2632,cspdcl area board लचर् arranged do recruitment nagrik industri yes bhilai i swear,0.3612,positive
2633,project commits theft point of view perspective mae khane point of view nun,0.0258,positive
2634,congratul pleas game miss children focus money m m publi the bun curve dejeya healthi edu c per do nun,-0.1531,negative
2635,becher interview adhiraj nhi day to cry look nun,-0.4767,negative
2636,logic himself,0,neutral
2637,give mon month notice go specie date time nun,0,neutral
2638,second punjab machine pilot second best option ground udt sambhaleg c ommi,0.6369,positive
2639,man sir great big fan bolt nice sir hummus poor li nun,0.7269,positive
2640,show kid art craft win arrow cool mean in place level c itizen c ommer c e सोन् doe c o nun,0.7269,positive
2641,sir tax daili c omplant c a kejriv in say ak do c omplant thick will nun,0,neutral
2642,tonsil gay dahi soos this,0,neutral
2643,month log problem chhutti,-0.4019,negative
2644,siddiqui but chum trust parisian public silk india spoil daili sit down,0.6652,positive
2645,patty congress nk isi keht eye look kr devotion jais some,0.4588,positive
2646,away zardari marya abbasi marya shahbaz diaz c chor chor chor खकन् chor white chor chor,0,neutral
2647,mast fun watch buck puss vindi bounc pucca विव्पक् c w c nun,0.5106,positive
2648,th armada mubarak may bless upon family allah family nun,0.4215,positive
2649,english accept matas foreign amann hindi taste respect give can give,0.6908,positive
2650,work complain said quit staff pass a c c reat issu nhi hum,-0.3612,negative
2651,parisian late arey parveen chola j nei न्र् c ayi gui pakor live gui die core out,-0.5994,negative
2652,london dog chor left jothi joth left only mehnat chor left,0,neutral
2653,shame thing got j festival write जहिल् smj,0.0258,positive
2654,birthday brother smith wait watch boy ball hippie nun,0,neutral
2655,damag kharab इमद् wasem world smile ali nun,0.3612,positive
2656,good more delay best possible krita sorri response,0.699,positive
2657,is nelson manila is nelson tabbar proof will dog sold barab,0,neutral
2658,thank brow badshah that&#39;s right उल्तिम् nun,0.3612,positive
2659,fuck leiter bark like mad dog lick j dimik illag curve dont nun,-0.6369,negative
2660,pp match parisian joseph api boht tez dak hove say dak attn love love s हर्त् the south sakti nun,0.8555,positive
2661,country traitor they harmi kejriv suver armi mangat sadak,0,neutral
2662,gale rat r लग् j she smiled probably जनम् mulakat,0.5423,positive
2663,dial india led payment led ransu ari to give first lyrics daili will come लेकिन् ari nun,0,neutral
2664,nice good afternoon malvik day look शन्न्दर् tajge,0.6908,positive
2665,dad look s good good leprosy गोवेर्न् dispensary nun,0.7003,positive
2666,hindu muslin italian making covers up laden himself beth सथ् mj isai machineries practice nun,0,neutral
2667,direct super tourist relit n des champs it is s. post गिलेत्स्जौन् ambianc des millier enfin,0.7717,positive
2668,birthday hippie complete sorri सेमलम् पुकुल् heart तिदुर् nun,0.6369,positive
2669,got खोखर् front age as captivity the murderer j free you zartzgull farig care give leah to think free che nun,0.6369,positive
2670,dear sarah request pleas make video like video much special emberg,0.7783,positive
2671,jay nhi minist farigh what humayun such thought absolutely nhi चिय् हुम्न् cheez खत्,0,neutral
2672,pm day modiji peh the bar baneth water bharat direction to change the fee,0,neutral
2673,pm good luck aaj then man narendra will take i swear country give gay then success leadership more kaffwerdsdorf deg now,0.8555,positive
2674,name wheel chair pay parisian may ul right rupture so far hi lagut hi asasay open up ring nun,-0.1027,negative
2675,parisian parisian jayge nhi quickly must the bun jayge nun,0,neutral
2676,toward beauty god bless simple man nun,0.8271,positive
2677,paul resign gandhi pet jay deg family some fark paydeg pending amcho spoon lat,-0.34,negative
2678,sir congress long saval jawab give the trees chor chowkidar come,0,neutral
2679,congress vote roan comparison vote krake jitvay li bjp more,0,neutral
2680,stalwart kammer suit proud one inco conn samjay fun c उल्तुर् nun,0.7506,positive
2681,pakpass stalwart panama panama pakistani pet nhi come ग्य quays nechi,0,neutral
2682,worst thing ever r he said poetri extreme mr. remember extreme nun,-0.6249,negative
2683,am cas khat,0,neutral
2684,hawk number nina technique more clever taking he nun,0.5563,positive
2685,old day s okay nowadays sorri bubi nhi hoag s sorri sour,0.2263,positive
2686,lui tire depress see cut he अयुश्मन्न् पि c तुर् happiness तन्दरुस्त् अयुश्मन्न् only nun,-0.1779,negative
2687,love want sadashivro bhav,0.6705,positive
2688,push royal am banana  rail  islaia banay c a to become aajtak,0,neutral
2689,mind say afrti दवत् yes zohran the gift nun,0.6808,positive
2690,pp you she सथ् oath mind मर्नय् yes nun,0.4019,positive
2691,good bless keep mind everytim rnning pit dhan dhan satguru asra ble nun,0.6908,positive
2692,good more india friend wish sunday india good good morning bharat hippie वन्द् मतरम् nun,0.9342,positive
2693,up display man plctur what cycle ha shaved kharab that missed nun,0.0516,positive
2694,media due media along distinction come on rhein good give this damag demo ccré association circumference nun,0.4404,positive
2695,camera babe hurt is apn lotan pehle the bar nhi thought hanumansingh hoag vp to give,-0.5267,negative
2696,sir arrogant perkash janta servant bholo mt momin begum janta,-0.4939,negative
2697,moment remember heart apply eye cell number brian one day mircl bajraigi delhi nun,0.6705,positive
2698,main nd pur country j.e.t. li of you bohot more giving yes hope so yes next the years,0.8963,positive
2699,hate increase newsroom us bit jais bevakoofi filled पत्रकरोन् the reason रहिखुद् boys,-0.34,negative
2700,but gutta sheet edu c jd edu c summons as his world exx to speak wali nun,0,neutral
2701,guy may keep love public system hippie anniversaries allah hull nun,0.6369,positive
2702,comeback pakistani team turn around turn around sb turn around sh allah zoroar tax c hulk free lane a,0.5106,positive
2703,adarniya sun companion bjp j.e.t. सुभ्कम्नय् vesno devi me darsan nun,0,neutral
2704,assist bastard in food venchod gadar armi nun,-0.5423,negative
2705,muslin bane manna hart armor keep isi jate,0,neutral
2706,like sweet the sun sekhar cum rent bjp press कर्तेय् die giving nun,0.4588,positive
2707,mean man fan childhood स्य् hasmi huhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,0.3182,positive
2708,cat republican indian tranquil dart nun,0.0516,positive
2709,saint god live come four rumple kabir saheb supreme satlok,0.6908,positive
2710,respect madam delhi the bar जितोग् jai india inspi nun,0.4767,positive
2711,best luck indian cricket team world cup hindustan hope esber give heart,0.936,positive
2712,r good leader like dr hope state assembly true,0.8779,positive
2713,can sleep ready give woman dream father boy not marri amaz littell w nun,0.5423,positive
2714,contrat sir new india india minist will play water big nun,0.34,positive
2715,look religion need support absolute new bharat,0.4019,positive
2716,wonder chapter id august positions probably पुत्त् nun,0,neutral
2717,he that&#39;s right puj apn ace foolish her country बद्न् want traitor only teach,-0.2023,negative
2718,krishna cock fit rafael pappu ud for c ol sikanji bags li nun,0.2263,positive
2719,today first time feel right path thank गोउतम् subs सथ् subs vic subs unique nun,0.3612,positive
2720,face woman femin post keep sali jais some kamini buzz puri c ommunity name खरप nun,0,neutral
2721,sir bar elect vote august khade nhi j.e.t. पौग् nhi deg apn,0,neutral
2722,bc understand bloom father come on baat only,0,neutral
2723,c indian jais dilapidated understand will come dall जुरिस्दि c त् nun,0,neutral
2724,lost world cup lost coach lost w ibut w lamps,-0.7096,negative
2725,rich main last years circar some no. usk the result devotion लेकिन् circar,0.765,positive
2726,play young s rout s cinnamon roll boy must proteccccccc heyattattatta bubi,0.34,positive
2727,s who india s women help pm stronger pradhan minister raksha armor emberg,0.6486,positive
2728,pulwama attack bad media both india parisian hum country badhe badhe bloom intellectual it s,-0.5106,negative
2729,pass free chloride marzi gr money लगैङ्गी yes mil jn tzhi nun,0.7184,positive
2730,job might great fit click link see artist c osmetology make a living spectral,0.765,positive
2731,soon pleas get well soon pleas take rest well sleep well eat well mcnaelead c hey nun,0.7506,positive
2732,need streak away point refei lool nun,0,neutral
2733,one serve like earache karachiit away perform role elder sehri aft sh allah all,0.3612,positive
2734,kdb ace hoag nun,0,neutral
2735,match state askstar del स्तेन् blooming nun,0,neutral
2736,elect person attack opposition to do distance become keep led to do the trees chirp day,-0.4767,negative
2737,r drama real life example good people say say khas front zoroat ziyad inevitable will be upnay necessarily ziyi nun,0.4404,positive
2738,main jais lick country गुन्द् spread vern,0,neutral
2739,in paro trampled jat sagi in paro trampled,0,neutral
2740,tune in lode amm religion fourteen day venchod lady,0,neutral
2741,hey miss see around goodluck life made naked wasp hey hey long ah s c olleg f कग्द्,-0.1531,negative
2742,she she jay main narendra god blessings yes narendra age लग् the second baat,0.8074,positive
2743,hearted great team she she helm telecommunication mh bssnl inde nun,0.6249,positive
2744,give away ulang berhubung kakaq jin quick cameron rambutnya vern ungu jd aku not at all pulls wh untuk orang पेमेन् nun,0,neutral
2745,india s country was chosen nhi jais chutio bub trouble bub pet digi,-0.4019,negative
2746,shah actual both ali himself ego child to remember the trees two tapp listen buzz onbia,0,neutral
2747,chettri sal chowkidar we country dead chowkidari kr as,-0.6486,negative
2748,new adult level clock exit claim driver tomorrow uniron lichens hope alam hmmm,0.4404,positive
2749,sir sir sweet pranam me waiting ahmad sultanpur हम्न् medium position,0.4588,positive
2750,bub only man mother give,0,neutral
2751,to studio total channel opposite jais bhatkar bjp dalali do do street,0,neutral
2752,job eat shit paul free khan daru pin name japan you cum dhechu dhechu kahik nun,-0.0772,negative
2753,lesion shan robe player career fig mj aaron बयन् न्बफ़िन् history ft nun,0,neutral
2754,s free कमिन bohot mar will eat you khan खतम्,0.5106,positive
2755,congratul churu the district mp to become hum the young parliament minister mandal shamil to do गम्,0,neutral
2756,ought man a kuffer bnani त्यर् allah hidayat heart you nun,0.6369,positive
2757,big heartfelt thank friend yellowish wish birthday goodwins support make mp this nun,0.9274,positive
2758,platt pick understand power kion such nhi gye hoi hi saw kr burn mt,0,neutral
2759,who herald best invent far bie lungi nun,0.6369,positive
2760,sir log best wish citizen oops a lot hope so nun,0.8689,positive
2761,oh god said  got love  went right yoongi body द्न armi shi absolute devasta nun,0.743,positive
2762,mr last armada jumm delhi open up what she asked ग्य् blessings nun,0.5423,positive
2763,band exit poll life to meet to you jab janta slap die,-0.5106,negative
2764,twitter years sitiyabazi what तिन्देर,0,neutral
2765,today great day sir sir made proud jay atal ja bharat the vote nun,0.802,positive
2766,sir good more narendra,0.4404,positive
2767,well said brother media shame anchor media j. the hands bic chuk nun,-0.25,negative
2768,sure cricket crown india cricketkacrown exit match jaateg engvs nun,0.3182,positive
2769,well said seem confide power second st the sun absolute modiji,0.2732,positive
2770,sir media politician politician corrupt delhi per lane summons जर्दिन् tactic ciao झुरत् nhi क्र्न nun,0,neutral
2771,now fuck hut dad buy his brand new whip bitch even drive rlli c a न्त् nun,-0.8074,negative
2772,shahrukh khan decision lack of only money i am nhi keht her delhi घ्र् to become take big lack of nun,-0.5574,negative
2773,reach inch restrict tri laker to reach easy nhi nun,0.128,positive
2774,my cut wow,0.4019,positive
2775,sir group wait clear sir test curve dijiya futur the hands bhot मह्नत् cancer nun,-0.4215,negative
2776,of one person made base meet favorite ashio bad,-0.128,negative
2777,spokesperson month elect surrey hat due लेय् mouth to look rhythm first a lot fudak nun,0,neutral
2778,better up s enjoy anus fat api boht yes here nun,0.8316,positive
2779,thank appreci feel share message mother need love moh nun,0.836,positive
2780,best yearsofyjhd yearsofyehjawaanihaideewani view yehzwanihaideevi dialogu c,0.6369,positive
2781,sale if attachment meko nun,0.296,positive
2782,congress the mast इत्न् years years them the state abstract chor declaration this,0,neutral
2783,ace say lode poli bitch chorh khad kr bullet mar sal poli c,-0.5859,negative
2784,cometh wrong everytim friend apolog tip vajhen re nun,0.0258,positive
2785,laocoon squirrel chinchilla good day good night sleep mayb,0.7003,positive
2786,melon first best us of you shame to do favorite ace see nun,0.6249,positive
2787,abbe can wait see messrs submissive doo एक्ष्त्रेम् makeov nun,-0.3182,negative
2788,away yeah justice huh jut die molvi the new jd self bezzi she wali faiz this स्य् faisal crw lettie nun,0.1779,positive
2789,parisian hold pakistani cricket shame on the side acquittal shout take beth,-0.4767,negative
2790,said world richest letter bjp country amair per bjp per nun,0.5267,positive
2791,religion card use matas even aaj hypocrisy haddah nun,0,neutral
2792,congress the congress बन्तदर् gulam spoon good aye,0.4404,positive
2793,main ink problem inco currently thief करेन् inco see,-0.7269,negative
2794,train jane sir of you भधै of you under karan gang gomti ल्को prayag the cord w,0,neutral
2795,show jake anchor spokesperson to you jais dalal will you will a little bjp jais,0,neutral
2796,nice one  think rule life never write anyone  of motlha khay simple tabla nun,0.4215,positive
2797,the grm membership beech pending were come gone littell,0,neutral
2798,ha paid cell toll face news sang yogendryadava mihir years feelag nun,0.34,positive
2799,block pleas bull brother babji say do,-0.4404,negative
2800,sir rat mast ghomat fun therefore daughter free extreme नेएन्द् good extreme eq दुम् ft kamlesh,0.8683,positive
2801,exam allah pucca lack of therefore firmay लकिन् middall the cow yes nun,0.1027,positive
2802,gay face news away nd class rd class mian silent beth utho muslim nakko be the nun,0,neutral
2803,thread do what some girvi keep filled greedy dog राल्,-0.3182,negative
2804,team ready lot ll miss special srgmplilchamp sat stigma fun धमाल् चम्प् न्त् stigma episode nun,0.7845,positive
2805,khan loragift giftloot lay thirteen or choot mary खन्दन् man mother chood nun,0,neutral
2806,endears love jais minist coae coae will pay नतुर्,0.5859,positive
2807,know look win allot s time lift paaji favorite,0.7783,positive
2808,sir motichoorladdocak first many head सुभ्कम्नय् hum prime minister,0,neutral
2809,unless hear song seem world cup start worldcup worldcup न्त् chance chance न्त् mokumouk nun,0.4588,positive
2810,humble request friend leader yellowish want meet greet birthday per karyakarta nun,0.7003,positive
2811,congress asli divided hoker janta dal विलिन् gye nun,0,neutral
2812,hey everyone follow interact bomb sweet good humor follow nevbi bhot good please nun,0.8402,positive
2813,need thank dear love person m well नवल् न्त् hippie juice,0.886,positive
2814,desi bloom,0,neutral
2815,dear sir main see sir apes request narendra judge compound appko support लकिन् va,0.6486,positive
2816,sir elect got elect c ommis street of course give the way employee street give the way engaged nun,0.4019,positive
2817,main would hearn are pet cassay father pain people those who ney a c,-0.5106,negative
2818,state one s ask one day slap shame oblivion approv realty,-0.3612,negative
2819,afghaniyon afghanistan main हल n हरम्खोर् get out country out look cas death gold nun,-0.5994,negative
2820,super line t ak delhi the bar जितोग् nun,0.5994,positive
2821,naikoo in delicious nun,0.5719,positive
2822,marshal video music label latest hit song kash ace rawal phew indi,0,neutral
2823,main elect got father you years by bhadvagiri fourteen pay presitut nun,-0.1027,negative
2824,congress w debt spoken reach भद्व् kick so much निच्पन् nun,-0.34,negative
2825,khan world cup special song zation this is not the case write friends ammar ali avz me,0.7003,positive
2826,chance did book did isik fayd milt compound well badame pray w,0.6597,positive
2827,paul gandhi manoj hungry die jayeng country prime minister of course the bun can,-0.5994,negative
2828,back sharp anti indian bc fever you bhade apple north,-0.3182,negative
2829,boleg पत्तल्कार्,0,neutral
2830,offense mend women the bell rang gent look kr kerin ग्य् main,-0.25,negative
2831,milk inh sayed pet janta pet both the moon the moon look can,0,neutral
2832,the skull batein big good लेकिन् jin them cabbage them,0.4404,positive
2833,three made sooooo today via twenty convoy उदन्तश्त्रि happiness tip ल् nun,0.5574,positive
2834,farooqi feel eddy peer team faction dirty tussi herv on nun,-0.4404,negative
2835,permanu yes give this kharab leg led chor hoag ace currently hoag,0.4019,positive
2836,today s eric girlfriend s special day birthday may wish come true hippie दन् salam canal nun,0.802,positive
2837,muslin sp bsp finished because c ongrs chance machuero kashyap निशद् अतिपिच्द् dalits adivasi वन्चित् as much as nun,0.25,positive
2838,poor nhi balik country poor to become lies august eas walk country work you,-0.8402,negative
2839,leave arni vern हिलन् rhythm rheung nun,-0.0516,negative
2840,hindu mother fourteen mall hum shamaj it&#39;s over jane give such ghatna india,0,neutral
2841,life beauty december hope s end think watch good sync,0.8625,positive
2842,sir option neighbour country abroad matri giving pet bjp सेअतेन् fire nun,0,neutral
2843,r look love massiv forget it look improvements buri hareng nun,0.6808,positive
2844,his bless the his dhan dhan satguru asra pit nun,0.4215,positive
2845,ring master monkey years pet hoag isk name monkey person baith hoag nun,0,neutral
2846,first thing want turn record thank make happen  bought  relays weeds nun,0.4215,positive
2847,indian saphena bc pehley okt visible him the same okt size to remember,0,neutral
2848,bc rd jail his chodo degre take zakar ace kaido treatment of course country sm,0,neutral
2849,love main poet netaji nehi see you netaji bharat netaji,0.6369,positive
2850,india pp ply sir india me view me shrif man kissick w taqlif ill can,-0.4215,negative
2851,talk ball embarrassed rashid mujeb ace rok jais grand throw nun,0.128,positive
2852,increasessccglvac increasessccglvac sir nun,0,neutral
2853,madam like bold right r chhavi c oorg finance nun,0.6249,positive
2854,nice sir satin j humre त्रफ ghost ghost hardik सुभ्कम्नय् many extended bjp,-0.2023,negative
2855,muslin log krishna log surrey thek take keep but,0,neutral
2856,nice guy stay bless q. some bur free mnati hamesh happiness र्ह्ति second happiness spill nun,0.9442,positive
2857,sale pill hear let&#39;s go delhi hrami न्त् eti,0,neutral
2858,suspend did gay been doshi poli c spo tarmin,-0.3182,negative
2859,chor nhi on part on boli fell ranchi kr illaj crw mind man w lost on,-0.3182,negative
2860,send birthday wish way hope far time belat what wow nun,0.8555,positive
2861,madam,0,neutral
2862,sale around bait chu kezriv aaj jais चतुखोर् post,0,neutral
2863,pill matas lady in मिल्न् uski,0,neutral
2864,aziz,0,neutral
2865,nostradamus predict saint maharaj worldvictorioussaint great honest reform rumple च्य्रेन् nun,0.8126,positive
2866,sarfrazahm give respect nation dress world cup salut pacino delhi ho,0.4767,positive
2867,sweet maid is pa banv nhi give sakti big big bat,0.4588,positive
2868,long interest aajtak aaj hippie aajtak alv nhi keep,0.4588,positive
2869,love hang laugh expense nun,0.8316,positive
2870,get know eat love dhokl fdh न्त् go nun,0.6369,positive
2871,s good the see defeat learn process s also phew phew true,0.4019,positive
2872,exact watch match far feel like sweet bc न्त् idar nun,0.6705,positive
2873,bollywood arbat nun,0,neutral
2874,log irshad chandni the moon hogy sitro hoag august meme door लग्न look sal meme,0,neutral
2875,at said feel aslam घम् maray nun,0,neutral
2876,love mr cut talent heheheh lindo goofi,0.7096,positive
2877,iam always happiness live shad abad live smile live soulmate live good live us,0.9169,positive
2878,bc case court lick c रिमिन् j to eat hoag nun,0,neutral
2879,your erd were लग् me nun,0,neutral
2880,tea love s alright khay definite luc if nun,0.8074,positive
2881,sure hire good world cup guess man hard surfers lark bohat लग्,0.5859,positive
2882,sharp valley bus cha to sell baat jais काम्चोर् निथल्लेय् pappu,0,neutral
2883,un delhi toot jais sea the stone throw the stone deep walk baat,0,neutral
2884,gay let&#39;s go aryh his jobs first lakh worthless b c chon work tal,-0.4404,negative
2885,job yhh isk samn jumping some work nhi nun,0,neutral
2886,lawrence farrand world best director tax aki samji mneg ace cum practice paydeg nun,0.6369,positive
2887,yep happen add love work the love love work go,0.9413,positive
2888,india today birthwal kal debt the sun the wash the team uski भद्,-0.3612,negative
2889,arey lick sun write,0,neutral
2890,is absolutely ghatiya enko to change hoag greyb कश्मिरियोन् buy uns forc the path,0,neutral
2891,good more sir saturday jay ram jay hippie shreya shreya bajrangbali pain,-0.1027,negative
2892,need know charon like the sun chillar आथन् nun,0.3612,positive
2893,lash j ranjin gems nach sobh giving आहत् your country,0.34,positive
2894,khan zindagi jail main take balki गुनहोन् saz arrest guzren amen nun,-0.34,negative
2895,first giveaway want give back announce give away photocard hippie nun,0.0772,positive
2896,pray long life healthi teesri the bar circar nun,0.3182,positive
2897,india taptanoff pal sale match इcc every trophy take live extreme engg bai folding थैल्न्,0,neutral
2898,away peri aim alcohol mine play one year sir super super rare s elpi eleg nun,0.8807,positive
2899,land cruisers level cha chalt lat rajneeti nun,0,neutral
2900,news aerial move scene log media that&#39;s right be seen without bin debt episode esq alv some nhi post the dock nun,0.2755,positive
2901,thank full live hazro years imrakhan family nun,0.3612,positive
2902,rude team me written probably j.e.t. cast understand income hoag surfers,-0.4588,negative
2903,rod south track hope enjoy soundcloud this lofi न्प्,0.7269,positive
2904,pp orton wisdom q yes they alve k nzr nh therefore nun,0.8519,positive
2905,damn girl nail log common girl some bat understand of course extreme malal nun,-0.4019,negative
2906,muslin hindu bus head me poore ykn happen traitor,0,neutral
2907,vive oberlin sir perform powerful blockbust move to jawab nun,0.4215,positive
2908,hindu secular muslin feet secular august मर्पेएत् cray august die cray walk jat,-0.5994,negative
2909,worldvictorioussaint sarasate marshal asia hindustan marg to do तरन् तरन् khand country name india,0,neutral
