,Unnamed: 0,TWEET,SCORE,SENTIMENT_LABEL,CALC_SCORE,CALC_SENTIMENT_LABEL
3871,3871,alam mo ba sobrang bless hahahaha like fuck buti lang dumat sa buhay,0,negative,0.0,neutral
3872,3872,nice sir hmare trph bhut bhut hardik subhkamnay dher sarin bdhaiya bjp j,2,positive,3.0,positive
3873,3873,samn mt bolo boln layk rhe nhi smje boln himmt nhi block kr dete,1,neutral,-1.6666666666666667,negative
3874,3874,sir act pein concentr kariy ground realiti naa kafi dur sirf bharat mata nan,1,neutral,0.0,neutral
3875,3875,indian tu azad gay per ghazbiat azadi mili milni sirf aik,0,negative,0.0,neutral
3876,3876,tumko izzat raa aati nah granni ignor karn tri lekin inn manhoo sha nan,0,negative,0.0,neutral
3877,3877,airport vimlesh vada nibha pehl purchas land stamp dut,0,negative,0.0,neutral
3878,3878,good ole buy reimburs paypal,1,neutral,3.0,positive
3879,3879,kitno action logi chant jai shree ram crimin karma teach nan,1,neutral,0.0,neutral
3880,3880,shine 2001 son never agre mann khaana khaana bilkul mujh nan,1,neutral,0.0,neutral
3881,3881,et mujh aaya cancel ola ride heard caller sayin,1,neutral,-1.0,negative
3882,3882,sharma also hope find heart love hope love win hate god bless nan,2,positive,1.75,positive
3883,3883,congress sarkar bada hamla 50 netao price badhn tweet kiy 10 hazar rts khay masla hal htt nan,0,negative,0.0,neutral
3884,3884,boondi broke mess thank tip ladi small littl soul sistersmc group awesom nan,2,positive,-0.3333333333333333,negative
3885,3885,wish happi bday motiv may god bless rich lot happi bless,1,neutral,1.6,positive
3886,3886,janab baldia town 3 sa 4 time load shead kuch krta kew nhi agr jawab nhi dia,1,neutral,-2.0,negative
3887,3887,dalmatian coast croatian kutta bada wafadaar nan,1,neutral,0.0,neutral
3888,3888,qom jeetn wqt team sath nh hona chaiy blke agr kbi team mushkil wqt aye tb team hosala brhana chaiy nan,2,positive,0.0,neutral
3889,3889,ohhhh myyi goddd hope true ca nt wait see interact ohhh myyi bighit,2,positive,2.0,positive
3890,3890,inc inm kichh hoga rote chillat nyay milega aaz sarka,0,negative,0.0,neutral
3891,3891,love shah sir june start geyaa hope announc jarur kareng month take time,2,positive,2.5,positive
3892,3892,agr aj izzat janaza nikal pori pakistan intern bhe tu wajah begai,0,negative,0.0,neutral
3893,3893,aukaat dhobi kutta ghar ghat pappu natak congress spoke,0,negative,0.0,neutral
3894,3894,allah beti khush rakh,2,positive,3.0,positive
3895,3895,patrag khud soch lo hara tu kide pade churi bh,0,negative,0.0,neutral
3896,3896,sorri special joke hurr durr sorceri speak nan,1,neutral,2.0,positive
3897,3897,realli suprb use groww look nice nan,2,positive,3.0,positive
3898,3898,mayawati sp khatam diyaa nan,1,neutral,0.0,neutral
3899,3899,lanat kuti bachi waqy dabu dimag mai goli marni chay nan,0,negative,0.0,neutral
3900,3900,mamta marnek bad bhutni hona per zinda dakin nan,1,neutral,-3.0,negative
3901,3901,m86 handov note meant serv document work done far nau abi nan,1,neutral,0.0,neutral
3902,3902,debat onli one side matter halla bol nan,0,negative,1.0,positive
3903,3903,siyasat baap dada jageer nhi intehai ghatiya zehniyat muzahira realli unexpect nan,0,negative,-2.0,negative
3904,3904,arrey resign band karo usk joot chatna,0,negative,-1.0,negative
3905,3905,arif ind mtlb tu suvar bacha nan,0,negative,0.0,neutral
3906,3906,hinduo prathimkta desh bjp hisab voter hisab chalega nan,2,positive,0.0,neutral
3907,3907,pahlay shahksi baat pak watan sath detay ahsan nah,1,neutral,2.0,positive
3908,3908,jee sansad rashtra naam sandesh dene bach sansad baat maani,2,positive,0.0,neutral
3909,3909,14 mdarchodo kam yahin bhadw sale nan,0,negative,0.0,neutral
3910,3910,mehta001 lifelin love ustaad love jaan sadi tuc jaan baba sda tuhanu khush rkhan eho du nan,2,positive,3.0,positive
3911,3911,haramzada tu baap khandan zahar bjp ugalt asad sahab bar,0,negative,0.0,neutral
3912,3912,vo bhram rahat lekin gadho wajah saar gadho pataa jata unko khoj nasal todi,0,negative,0.0,neutral
3913,3913,haier tu janab side bussi main busi famili nasha namak os,1,neutral,0.0,neutral
3914,3914,325 bunti mumkin sath,2,positive,2.0,positive
3915,3915,maharashtra india prais rahul congress hmare baap presid rheng merit nan,0,negative,0.0,neutral
3916,3916,voic america band keya jae sara propaganda kr nan,0,negative,-2.0,negative
3917,3917,congratul jeet appki mubarak,2,positive,3.0,positive
3918,3918,maa ran madhar ch mull najayaj baki tu samjh hoga nan,0,negative,0.0,neutral
3919,3919,wese full pat gali nikal liy elect result bad media,0,negative,-3.0,negative
3920,3920,eid arhi r har ik milna hoga r eid yyari krni hogi,2,positive,-3.0,negative
3921,3921,congress usi din amethi haar gyi usn aisi mahila campaign leader bnaya bharat poor,0,negative,-2.0,negative
3922,3922,shab e qadar mubarak muslim rememb prayer may allah bless protect evil eye nan,2,positive,0.0,neutral
3923,3923,sir apko bharat pm chune jane badhai sir poonam verma batana,2,positive,3.0,positive
3924,3924,jcb jcb krte rh jaog uski khudai kr dega jcbkikhudai jcb nan,0,negative,0.0,neutral
3925,3925,sub kutti agay bhonkni jin walda baap unko bataya agey sh,0,negative,0.0,neutral
3926,3926,makeup comment krta mulla tm khud itn gire utn uthan jay ush,0,negative,0.0,neutral
3927,3927,app hindustanki birangana kourav pradhan senapotiko hara appko badhai detahu,2,positive,3.0,positive
3928,3928,peersaeen jano ladlay babumeri bongyaan high level hotii haintum smjho geapn ittuuu chot,1,neutral,0.0,neutral
3929,3929,gadh magar gadha kamai khud kart haiyeh pais subsid,0,negative,0.0,neutral
3930,3930,dahil may special end sisimulan ulit top love authornim,2,positive,2.5,positive
3931,3931,sir yahan hindu muslim baat haiinsaaniyat mar gayi logon ais,0,negative,-4.0,negative
3932,3932,rawan anta badh ramji ko1000 ling stapna kardiya vois congr mukt badh bjp kam aisa hosakta nan,0,negative,0.0,neutral
3933,3933,zyaada yaar kitnay ganday zaalim doosron betiyon zindagiyan ujaartay,0,negative,0.0,neutral
3934,3934,deodhar today one best speech spoke like true statesmen dedic victori nan,2,positive,2.5,positive
3935,3935,kaps 24 samvida karmi mahangai maarti unk nan,0,negative,0.0,neutral
3936,3936,great find gui [ insid ] great time store,1,neutral,3.0,positive
3937,3937,gazipur develop deserv nai krte sir galat kutt ghee nai hajam,0,negative,-3.0,negative
3938,3938,rohit sharma kamjori dur karo left hundr ball kheln problem aarahi usko dur karo,1,neutral,-2.0,negative
3939,3939,3 sorri eid packag kay hawali sy filwaqat kism updat avail agar offer di,1,neutral,0.0,neutral
3940,3940,tujh maar next elect bjp prachaar karega nan,0,negative,0.0,neutral
3941,3941,moment nt let know soon time jashnebahaaraa,1,neutral,0.0,neutral
3942,3942,jai shri ram dusri baat hamar desh musalmano batao aye allah,1,neutral,0.0,neutral
3943,3943,har maidaaan fateh bandeya har maidaan fateh,2,positive,-3.0,negative
3944,3944,har insaan alag seemay kaion jahan khatam,1,neutral,-3.0,negative
3945,3945,hii sister mene aaj blog dekh apk ammi kie tbiyt thik nhii hena mjhse medicin lalo,1,neutral,0.0,neutral
3946,3946,dramebaaz best thing nt care nan,2,positive,2.5,positive
3947,3947,kasm main laa laini way juti saw anymor tweet ghabrana nan,0,negative,0.0,neutral
3948,3948,loud shayad tujh yaad 903k bhule check kark aaja instagram roadiesrealhero nan,1,neutral,0.0,neutral
3949,3949,uff pink lip shat kutt tara bhokna mat ok bhokn nese jit nehi jaugi pinkyraftar choro,0,negative,0.0,neutral
3950,3950,love comedi kapil paji nd ginni mam like shin star khuda dono jodi humesa banay rakh nan,2,positive,2.5,positive
3951,3951,comment kr apsi rista khrab kr rhe lekin rubika madhar ch,0,negative,-3.0,negative
3952,3952,jeet dher sari subh kamnay asha jistarah desh janta khas bihar jant,2,positive,2.5,positive
3953,3953,jai shree ram jai durga jai kaali nan,1,neutral,0.0,neutral
3954,3954,jiyra chakna choor thank big boss great even start zero love nan,1,neutral,2.25,positive
3955,3955,freedom speech kaht wah chacha wah kamaal kha pdhe rss univers nan,0,negative,2.0,positive
3956,3956,congratul pm sir apko loksabha elect parchand jeet hardik subhkamnay aapk natartav,2,positive,3.0,positive
3957,3957,shaba khair superman sweet dream shaheer jiii nan,2,positive,1.5,positive
3958,3958,guyz must follow famaayi interact achi bandi humbl lit tweet fb must follow sawab milna famaayi nan,1,neutral,3.0,positive
3959,3959,arey kaka secular sirf janta murkh bnaa nan,1,neutral,-3.0,negative
3960,3960,channel great kalank form rajdeep sardesai whi,0,negative,3.0,positive
3961,3961,himat nhi zalalt qk tax chor tm khud harsm khoro nan,0,negative,-2.0,negative
3962,3962,sai khel gya yaha dono tarf kch nai bol skti nan,1,neutral,0.0,neutral
3963,3963,wah wah happi birthday bahiya birthday asa wish mention wa,2,positive,1.0,positive
3964,3964,gya tumko tabiyat thik ba bahan gya bhauji,1,neutral,0.0,neutral
3965,3965,sir orbit hold ath aa jayega nan,1,neutral,0.0,neutral
3966,3966,gd nyt papa plz bless us come dream forgiv pure pariwar vishwa bnay rkhna,2,positive,1.5,positive
3967,3967,templ ism paisa baap rakh kr gya whi nt give money,0,negative,0.0,neutral
3968,3968,mam good even mam yay pick hay us may kish kish tarif jay ak thoo,2,positive,3.0,positive
3969,3969,mani tabah barbad farmay pakistan khilaaf nan,0,negative,-2.0,negative
3970,3970,sir west indi jeet chuki world cup nan,1,neutral,3.0,positive
3971,3971,shyad insta shivi pic upload option delet nan,1,neutral,0.0,neutral
3972,3972,xoxo bade especi us photophobia nan,1,neutral,0.0,neutral
3973,3973,lanat kroenk everi time come mind allah lanat becouf kuteh khombokt das hazaar time nan,0,negative,0.0,neutral
3974,3974,proud favorit power coupl fadu go peyt go zac gobuc,2,positive,2.0,positive
3975,3975,bapu zinda gay,1,neutral,0.0,neutral
3976,3976,good morn req sir muslem veri importan festiv eidul fithru ramzan june 5 th ane one,1,neutral,3.0,positive
3977,3977,choron beham ilaaz nahin jais khud chorian kart vais dusron baar,0,negative,-2.0,negative
3978,3978,afridik world cup hums jite kah dart nan,0,negative,0.0,neutral
3979,3979,kanani2411 mum share ger aam aachaar recipe aunti ohhhh dear mom year watch ekta kapoor nan,1,neutral,1.5,positive
3980,3980,basti itikaf logon allah bnati allah sy dosti raaz sikhati mqiitikafday6 nan,1,neutral,3.0,positive
3981,3981,mam next bollywood project aaps jyada beauti filmi wood nan,2,positive,0.0,neutral
3982,3982,soul salman logo chu katega bc sala trailer gaan khi period drama nhi lag nan,0,negative,-1.5,negative
3983,3983,bhaijaan blockbust film bharat bharatwithfamili nan,1,neutral,0.0,neutral
3984,3984,choic kuch samajh nhi aaya tumh english seekh le thodi nan,1,neutral,-2.0,negative
3985,3985,yar madarchod joke milti jese chutiya logon lun kha,0,negative,-2.3333333333333335,negative
3986,3986,yogendrayadav good morn sir delhi ghumti karti pm pm nan,1,neutral,3.0,positive
3987,3987,knjri bacho mulk govt bhonkna band kr pak aalmi sazishon bari awaam btao,0,negative,0.0,neutral
3988,3988,nan,1,neutral,0.0,neutral
3989,3989,show kart espn starsport accha lagta uttam starr comment aapmein nan,2,positive,0.0,neutral
3990,3990,jet lag truli taeil song ever skip song nan,2,positive,-1.0,negative
3991,3991,pakistan kutta sktakutt waf,0,negative,0.0,neutral
3992,3992,hume alreadi improv ottawa byward market,1,neutral,0.0,neutral
3993,3993,muslim muslim secular samjha beta like hindus hindutva nan,0,negative,2.0,positive
3994,3994,congress nai desh hit mai kaam sirf desh bata usko galiya padni tujh jaisay,0,negative,0.0,neutral
3995,3995,lsrk liy 1 emoji zindagi sabki jaan good look dukhi aatma attitud mehfil jaan matlabi flirti ca nan,1,neutral,0.0,neutral
3996,3996,ind soch swayam wais soch main zyada farak lag r,1,neutral,-1.0,negative
3997,3997,bharat news present poor news ais bolt irrit au,0,negative,-2.0,negative
3998,3998,thankyou much rinki rinki itta emot kardia mujh love,2,positive,3.0,positive
3999,3999,bhakto naa gdp fark padta naa unemploy high naa educ minist fake degre q nan,0,negative,-3.0,negative
4000,4000,donnut aww sweet uwu bring sth anyway kdkxdk nan,2,positive,2.0,positive
4001,4001,heart hosakta coz recent dono shoot v kr rhe may v survanshi,1,neutral,-1.0,negative
4002,4002,thank nrusingh donat blood mahanta capit hospit bhubaneswar keonjhar 14032019 friends2support nan,2,positive,2.0,positive
4003,4003,england pori seri hari sohail drop world cup surpris diyaa nan,1,neutral,-1.0,negative
4004,4004,one serious movi 5 masterpiec banana bohot door baat nan,0,negative,0.0,neutral
4005,4005,buler agre well ok agre mentor near futur hat like realli take someon special nan,2,positive,2.0,positive
4006,4006,0 shout ladi 0 veri nice interact posit aik dum mast tweet kerti hay definit nan,2,positive,3.0,positive
4007,4007,true expect low noth gon chang badlao nehi hoga,0,negative,0.0,neutral
4008,4008,zulkifl haaaawww mje itna guzra samajh lia univers mey perha rai 3 cours hen time,1,neutral,0.0,neutral
4009,4009,gandha union band karo union acha jada bura jada tar industri kharab kuch c,0,negative,-1.3333333333333333,negative
4010,4010,uppsc18mainspaperout student naxalit mat banao tang phle paperout krne phasi c nan,0,negative,0.0,neutral
4011,4011,white parent go engag go tell friend invit brown parent shadi hojy,1,neutral,0.0,neutral
4012,4012,sir first badhayi deta hoon wapa jeet aya umme 130 cror logon,2,positive,3.0,positive
4013,4013,mid thirti shadi krna think advantag offer krta guest khud interest rhte bride groom zyda pareshan nhe krte nan,1,neutral,-1.0,negative
4014,4014,humbl chosen subject show sangharsh shikar talk myjourney far nan,2,positive,-2.0,negative
4015,4015,surya love sir right way shame antin scum wagal r ask,0,negative,0.5,positive
4016,4016,thank nt waltz jnu earn work hard like shal,1,neutral,1.0,positive
4017,4017,hassan say kaho ga jeet lghan nazar atii fight kro larai nazar ani chye apko hamesh,2,positive,1.0,positive
4018,4018,pranam sir proud,2,positive,2.0,positive
4019,4019,alway ok friend someth someon els exact thing probl,1,neutral,0.0,neutral
4020,4020,best wais roz sham sirf anchor beizatyan khate the5 saal tk spokesp,0,negative,3.0,positive
4021,4021,sir batiy apk phone 10 sec sale jate flipkart lakin market avail,0,negative,0.0,neutral
4022,4022,alon sex bataana mat nt worri mujhp yakeen nai karega nan,1,neutral,0.0,neutral
4023,4023,leav polit nautanki band karo mard bano chudiya pehan lo nan,0,negative,-3.0,negative
4024,4024,mderchod bharty sainik likhta hrami aulad hindu hogya bs desh bhakt gali may,0,negative,0.0,neutral
4025,4025,whole wide world reason everi singl day keni even everyth wrong life look,2,positive,-2.0,negative
4026,4026,satik jawab logo lagta islam thekedar khud gireban zaankt,1,neutral,0.0,neutral
4027,4027,ustad ghulam nabi unar qalb band waja foat jnaza namaz kal usto bhale dino abad ada jaegiunar nan,1,neutral,0.0,neutral
4028,4028,news24 ish kutt juto maro nan,0,negative,0.0,neutral
4029,4029,pakistan captain statement sach saabit rhi pehla match buri haar gyi shi kha sarfaraj,0,negative,3.0,positive
4030,4030,pleas remov love coz win pleas kucch,2,positive,3.5,positive
4031,4031,agr pdha likha insan smaj bdlav ni la skta uska pdha likha anphad brabar rght nan,0,negative,0.0,neutral
4032,4032,mamta sun jai shree ram bola tuje tweet chamdi ukhad lo okay jai shree ram,0,negative,0.0,neutral
4033,4033,rose3 ok pean alright buddi nan,2,positive,0.0,neutral
4034,4034,nhi trha nhi ptwari olad pakistani pakistan sy pyar krti,2,positive,-0.3333333333333333,negative
4035,4035,ground volunt lekar chalo suno vo ground hey unh pata,2,positive,0.0,neutral
4036,4036,sing togeth mauqa mauqa mauqaa mauqaaa indvnz nan,2,positive,0.0,neutral
4037,4037,naya bharat jhuth hazaar baar bol loge sach hoga nobodi,1,neutral,3.0,positive
4038,4038,hiertiest congratul sir nd yr new team india 2 r real hero era w,2,positive,2.0,positive
4039,4039,chanc 2 best player england ajinkya rahan yuvraj ajinkya pass achi bat field format,2,positive,3.0,positive
4040,4040,thank narendra rashtrapita nahin,2,positive,0.0,neutral
4041,4041,realli feel osmmm rept vdeo mani time proud indian god bless bacho languag cu nan,2,positive,1.6666666666666667,positive
4042,4042,narendra today big day shapath grahan samaroh new get way new india prepar,2,positive,1.0,positive
4043,4043,manti elect bjp jeet manti desh pm evm hera feri jeet hasil,0,negative,3.0,positive
4044,4044,made duaa someth nt get life get afterlif yeah would lov nan,2,positive,1.0,positive
4045,4045,happi birthday sir babu bhaiya,2,positive,0.0,neutral
4046,4046,proud prove hold respons prestigi post foreign,2,positive,2.0,positive
4047,4047,slap marn kaam ghatiya insan kr ais free kaam ink paa,0,negative,1.0,positive
4048,4048,danger tobacco bhagwan sree ram sad buddhi de jai shree ram take th,0,negative,-2.0,negative
4049,4049,social media far less complic guy around choto seekhn milta nan,2,positive,0.0,neutral
4050,4050,meanwhil bjp head quarter jeet 3 din hogay manusmr bheja sir manifesto pad nan,1,neutral,3.0,positive
4051,4051,eyad96 happiest birthday eyaad may dream come true enjoy day nan,2,positive,1.5,positive
4052,4052,indian muslim popul kachra jyada kam vo hindu,0,negative,0.0,neutral
4053,4053,good morn rockstar papa plz bless sewa sumiran parmarth bal bakh nan,1,neutral,2.5,positive
4054,4054,sharib ladka hoke realli like way r readi believ everi stori wah dusri side,2,positive,2.0,positive
4055,4055,gita padhi nobat ni aati kais hindu gita ni padht au,0,negative,0.0,neutral
4056,4056,side rahul kais jungl kutt trha dekh soch kaisa namuna paida soniya,0,negative,0.0,neutral
4057,4057,bb sef chale summer differ nan,1,neutral,0.0,neutral
4058,4058,2 year old cousin give fli kiss random toddler saw street ramadan khayal begh nan,1,neutral,2.0,positive
4059,4059,bhosdi aukat reh le saal bhikhari pehlaiii wazristan kaa haalt,0,negative,0.0,neutral
4060,4060,bajpai result think aapk autocorrect congress bjp replac kr nan,0,negative,0.0,neutral
4061,4061,gov pti didnt vote,2,positive,0.0,neutral
4062,4062,dwara mantri mandal shamil badhai shubhk,2,positive,3.0,positive
4063,4063,1010 hiiiiiiiii hope great day today interact much hope near futur ili good day nan,2,positive,2.5,positive
4064,4064,one boy matter uhh love lot nan,2,positive,2.0,positive
4065,4065,evm kamal warna bjp beet 5 saal desh janta parsshan unemploy 45 yea,0,negative,0.0,neutral
4066,4066,kahi england walo niyat kohlinoor kharab nhi justask nan,1,neutral,-2.5,negative
4067,4067,bharosa rakhiy leli gang outrag chadha maanega stage,0,negative,0.0,neutral
4068,4068,hume realli go miss 6am journey work home,1,neutral,-2.0,negative
4069,4069,chan mean mind circus mental hike adventur wonder valu fun time puppet show nan,1,neutral,4.0,positive
4070,4070,best team team best dega wahi jeetegi cwc19 nan,1,neutral,3.0,positive
4071,4071,today becam big day life abl book rail ticket tatkal websit one,2,positive,1.0,positive
4072,4072,dhoom prk 208 india bhikaari level 26m oversea chillar highest vaala fake star jhooth spread kiy pre socia nan,0,negative,-3.0,negative
4073,4073,media brainwash daala aam logo,1,neutral,0.0,neutral
4074,4074,thank much saaray notif bekaar thay acha lag nan,2,positive,0.0,neutral
4075,4075,movi choru seasion dekhu blacklist har episod movi nan,1,neutral,-3.0,negative
4076,4076,kyuki congress itana chillat kuch hadd ussi wajah logo vote hoga,0,negative,0.0,neutral
4077,4077,g7 12215 gayi alwar nikaln bad nan,1,neutral,-3.0,negative
4078,4078,love pictur much day go enemi stronghold tell fada someth man nan,2,positive,3.0,positive
4079,4079,facee97 cute hawa miss much nan,2,positive,0.0,neutral
4080,4080,happi pride month hope feel even slightest bit pride month know hard nan,1,neutral,0.5,positive
4081,4081,team select taik captain 2 takk player saar relo katt hafez imad shadab geniun batsman,0,negative,0.0,neutral
4082,4082,hahaha love hater sarfraz rock shalwar kameez buckingham palac acha jalt haraamiyon nan,0,negative,2.6666666666666665,positive
4083,4083,moment realiz respons 4 happi day take life happi come insi nan,2,positive,0.0,neutral
4084,4084,sarkar imaandaar chuni lekin imaandar nhi reh gyi sir warna 7seat pure nhi hart pahl jais wais bane nan,0,negative,-0.3333333333333333,negative
4085,4085,nan,1,neutral,0.0,neutral
4086,4086,ahsan shame whole pakistan cricket team ins hoga world cup first round bahar,0,negative,-2.0,negative
4087,4087,deshdrohi kutt mai niptungaa betaa nazar door rahanaa bhalai betaa harami salaa desh gad,0,negative,-4.0,negative
4088,4088,chup bhadkow edit button daalna mat daalo aisi bakwaa baatein mat lund kay palak pakoday,0,negative,0.0,neutral
4089,4089,ranjhna congress aadh vote bakchodi katway nan,0,negative,0.0,neutral
4090,4090,bikul dehshatgardi peechay wardi lakin india afghanistan israel nan,0,negative,0.0,neutral
4091,4091,behad mandbudhi histori gyan shastra sayad chamch well chamcho hume umid ni nan,1,neutral,0.0,neutral
4092,4092,bhikari aukaat bhikari barabar galeezo beimaan corrupt,0,negative,0.0,neutral
4093,4093,laash hon happi birthday bro may allah strengthen good intent accept supplic,2,positive,2.0,positive
4094,4094,naya phone diijiy samsung s10 pass nhi garib admi dur yaar laura nan,0,negative,-2.0,negative
4095,4095,oi everyon told comform movement hold shit back dont get involv fuck dat im nan,1,neutral,-4.0,negative
4096,4096,khakir maghi momota maa chudi jai shri ram lokkho baar bolbo jai jai shri ram nan,0,negative,0.0,neutral
4097,4097,matric fail pinki socha nahin ga privat jet vip umrah karay ge bach cheez,2,positive,-2.0,negative
4098,4098,madam alway miss videsh mantri nan,2,positive,-2.0,negative
4099,4099,maa maa sabki kadmo sara jahan maa dhan,2,positive,0.0,neutral
4100,4100,lover 1 clingi 2 lot hug kiss 3 quick repli 4 love nan,1,neutral,2.3333333333333335,positive
4101,4101,heard tij could possibl best episod ever heard much honesti good,2,positive,3.0,positive
4102,4102,miss mam aapn bht logo help kri ais chodkr mat jaay wapa aana pdega,2,positive,0.0,neutral
4103,4103,thank ton sir alway undi strength new idea,2,positive,2.0,positive
4104,4104,khan241 wajih taseer alreadi get goosebump kind show lil jhalak us bilalabbasonjeetopakistan nan,1,neutral,2.0,positive
4105,4105,10 good luck boy still believ bounc back jb sonhi dharti allah banai hy tw shaan bh r nan,2,positive,3.0,positive
4106,4106,benchod bhosrik agar tujh democraci biswa desh chor de madarchod terrorist bharwa nan,0,negative,-5.0,negative
4107,4107,janshankhya vradhi kanoon lana chahiy desh hit main jaruri midia chanel anurodh,1,neutral,0.0,neutral
4108,4108,wish happi birthday akka,2,positive,1.0,positive
4109,4109,naaz andaaz humar jholi agar tukd tumhar milti agar bheek huzoor aapk darr,1,neutral,-3.0,negative
4110,4110,good night mr khan peac night rest sweet dream may allah accept dua ibadat bless,2,positive,2.0,positive
4111,4111,babi die thar daiy basi alhamdulillah bhutto still aliv noth els realli matter thar har gh nan,1,neutral,-1.6666666666666667,negative
4112,4112,baat sahi kahi lagta pagla gai baat mai kahta hoo muz anpad app,1,neutral,0.0,neutral
4113,4113,kehn matra bench sthagit fir mediat introduc sarvsah,1,neutral,0.0,neutral
4114,4114,yogendrayadav get well soon yogendrayadav urff salim avi 5 saal apko san jhela nan,2,positive,0.0,neutral
4115,4115,thnk views0 allah jald 100k karway apk gud luck nan,2,positive,3.0,positive
4116,4116,tareekh zror sawal kri gi jb kuch lig 1 chor defemd kr rhi us olad ghadaron sath dy ri dosrin,0,negative,2.0,positive
4117,4117,hoga major main jaha jay hindu bhaga dete nan,0,negative,0.0,neutral
4118,4118,offl pallavi92 one movi ngk nan,1,neutral,0.0,neutral
4119,4119,worldnotobaccoday parmatma prapt karn vale marg tambaku dhua band kr deta liy tambaku bhagt,1,neutral,0.0,neutral
4120,4120,properti arey madharchod real thapar chutiy gandu kuch nan,0,negative,-4.0,negative
4121,4121,tm kon chor chor olad pakistan pesa lot kr kha lia pakistan neelam kr dia pakistan,0,negative,0.0,neutral
4122,4122,honour part icon histori india heart pray glorious safe futur india led nan,2,positive,1.5,positive
4123,4123,chamch haal chamcho bada chilla lahul gandhi bn pm nan,1,neutral,0.0,neutral
4124,4124,pagla gayi wb natak band karana tumhar dada home,0,negative,0.0,neutral
4125,4125,thank every1 warm wish love edit beauti vms mean alot,2,positive,1.75,positive
4126,4126,congratul prime minist apko dil hardik subhkamnay sir nan,2,positive,3.0,positive
4127,4127,thefilm react perfect everi situat new super cool bharat gif featur salman khan click ex nan,1,neutral,2.3333333333333335,positive
4128,4128,barkha differ visibl sonia thank 12 13 crore wherea alway thank everyon 130 crore jant nan,0,negative,2.0,positive
4129,4129,aj shaneilm q kia niagarafal kahn hn muji es es leya pta bcz apgi,1,neutral,0.0,neutral
4130,4130,mujha apsa baat puchni agar bacha god leta fir usa,1,neutral,1.0,positive
4131,4131,bhout acha faisla bol channel say kafi new talent ai ga alreadi give audit act,2,positive,2.0,positive
4132,4132,join us wish beauti veri happi birthday success year ahead happybirthdaysonakshisin nan,2,positive,1.3333333333333333,positive
4133,4133,new post jk3r rickettoss atch predict kal match acha doston good night take,2,positive,2.5,positive
4134,4134,neither feel bad someon call deshdrohi traitor gaddar becaus agar bapu deshdrohi traitor gaddar nan,1,neutral,-3.0,negative
4135,4135,mayawati khud bsp voter sp vote de dus,1,neutral,0.0,neutral
4136,4136,keep sir mujh bharosha 2024 2019 badi jeet dilayeng apk hamesha sath,2,positive,2.5,positive
4137,4137,itna social media news media fake agenda usk khilaaf chalakar usk state haraya bjp,0,negative,-2.5,negative
4138,4138,zh ar 10 nay footbal dekhna wesay bhee nan,1,neutral,0.0,neutral
4139,4139,new chahta achvffa onlin portal launch today portal develop streamlin tribal member ser,1,neutral,0.0,neutral
4140,4140,dssagainstdowri good morn papa bless us maximum sewa simran parmarth success nan,2,positive,2.3333333333333335,positive
4141,4141,pictur bro use watermark deserv credit mani page post pictur love nan,2,positive,3.0,positive
4142,4142,kahaa aat lassan aulaad jais mull molvi forefath bataya kyo banaat,0,negative,0.0,neutral
4143,4143,m gon love like m gon lose let marvin gay get nan,2,positive,2.5,positive
4144,4144,pehl 55yr bat dalal rozgar de pay shiksha de pay road pay bijli paan,0,negative,-1.0,negative
4145,4145,etihasik jeet liy tarf dher sari subhkamnay love love india bharat mata,2,positive,3.0,positive
4146,4146,sharam muqaam chor khaandaan laanat bajay apnay baap chorion pay usay jail chhorr aye besh,0,negative,-1.0,negative
4147,4147,ism trap sound pollut secular asli rehn jay nan,1,neutral,-1.0,negative
4148,4148,tv transmiss chanc pa,1,neutral,0.0,neutral
4149,4149,world cup 2019 begin today crown cricket mdm jii le jaeng best teamindia,2,positive,3.0,positive
4150,4150,like laggay haaray aik amir swing kyoo matlab kia nan,0,negative,2.0,positive
4151,4151,yogi sir plz request pm narendar movi tax free dijiya nan,2,positive,1.0,positive
4152,4152,jais bsdk khud ucch shreni bhok ais madarsa chaap,0,negative,-5.0,negative
4153,4153,cheer mah men alway lav budday nan,2,positive,2.0,positive
4154,4154,self insult best form comedi aan journal chor comedian bann,0,negative,0.5,positive
4155,4155,harami insan tujhay maray aisay allah karay kutay kis baat zikar tu bc chotay say ba,0,negative,-4.0,negative
4156,4156,aaj offici khel shuru article370 uniform civil code etc etc come,1,neutral,0.0,neutral
4157,4157,vichaar vinay strang pleas initi dm help us order detail look int,1,neutral,2.0,positive
4158,4158,keep ajinkya need form test championship nan,2,positive,0.0,neutral
4159,4159,correct hisedar jai sath chalana nan,1,neutral,2.0,positive
4160,4160,col rsn singh veteran armi offic fmr raw offic vand matram jai jai hind look gd life nan,2,positive,0.0,neutral
4161,4161,system jahan merit jagha nhi consider co,0,negative,-2.0,negative
4162,4162,shaikh10 cyber cell complaint file karn kal bol surat bacho nan,0,negative,0.0,neutral
4163,4163,makeup dhone ca nt even recognis bbmarathi2 contest shivanisurv except look nan,0,negative,0.0,neutral
4164,4164,lokesh ngk film good brilliant perform around especi offl sir portray amaz everi nan,2,positive,3.5,positive
4165,4165,mamata fas gayi jaal secular khush karn chakkar hindu chitak gay nan,2,positive,3.0,positive
4166,4166,hooo see thank lot nan,2,positive,2.0,positive
