,ENGLISH_TRANSLATION,SCORE,SENTIMENT_LABEL
2214,you never use a spoon to cure a healthy urinary tract.,0.4019,positive
2215,c ongrescio will be responsible for the loss of your father amethi c,0,neutral
2216,mumm diddi joor joor and maan se pukaro jai shree rama jai shree rama sare paap dhulte jaya,0,neutral
2217,what is the name of andiyan deshbhakat ???? bully hot we khil det oath c ermoni modisarkar #… nan,-0.6322,negative
2218,talk about rubbing salt in my wounds - d&#39;oh!,0,neutral
2219,bye 1 bobby lowe moon bc moon ye kanjarkhan zameen tak hi rkho. ! nun,0.2003,positive
2220,these 2 elements of the film remake that there is no zeroat pehil man multifunctional,-0.296,negative
2221,"you have lost your real life for the last time, but i have lost my data but got tired",-0.8151,negative
2222,"if you want to know what to look for and tactics to help ease the way, look no further.",0.5106,positive
2223,arch happy birthday arch - hope love day xxxix nan,0.8957,positive
2224,sutholove guruji nun of aquideo one plus 7 pro full review,0,neutral
2225,swear person far wall not without life really grate sit,-0.0516,negative
2226,deedpyard soo faunni c omedi strong amot movi c a&#39;n vait de pyar de 2 suppabb perfom,0.5106,positive
2227,pakistan super intel is not a sub-establishment in pakistan.,0.5994,positive
2228,dish namaskar sir big fan respect grown way manage,0.6597,positive
2229,media is not the best,-0.5216,negative
2230,"i mean, let&#39;s face it - most people don&#39;t care about their lives, they don&#39;t care about their lives.",0.7693,positive
2231,become an english songfine aproad / highway and call it kato and its developk name.,0,neutral
2232,what is islam&#39;s best religion? nun,0.6369,positive
2233,all these are getting mad at me * * rch * ke bachi ?????? nun,-0.6322,negative
2234,"sayedwo was sad, but i didn&#39;t see him",-0.2617,negative
2235,this country is not your father who is so high.,0,neutral
2236,"even if the relationship is online, it doesn&#39;t hurt",-0.5267,negative
2237,the smile did not change,0.3612,positive
2238,"believe it or not, there&#39;s no such thing as an hour.",0.2235,positive
2239,definitely learn to tell everyone. . ???????? look at the world product and think about it ?????? nun,0.5661,positive
2240,championosanthem katori sap ?? is india ???? lesson is the father in the chair squad ?? ???????? the indian blue army is not,0,neutral
2241,joe se c&#39;e la bab de esc uchral n el buen centido judges c omo se llm elcitio nun,0,neutral
2242,bigger wave 2019 mode sharper bare bare ???? # thank mode i way us ???? boston would li,0.5362,positive
2243,singh 0710 will not tell you any futur ???? nun,0,neutral
2244,chutiyapicman bol pakistan hindu lolj pan puri bhejan na,0,neutral
2245,"if you are blind, you will not be blind",-0.1134,negative
2246,you take the first burn,0,neutral
2247,nun,0,neutral
2248,"today, i am reminded that you are the caretaker prime minister, modi is congratulating you from the bottom of my heart.",0.6369,positive
2249,88 this is not the case.,0,neutral
2250,putangin busdriver kasohanng valaysal pistng bat tanav and gud ogtrong oy kungna bysal angbus,0,neutral
2251,chutiya ter ki khe kab nahin hai and your chamchi,0,neutral
2252,audio videos of people like sanskari owaisi are being read by hindus even today.,0.3612,positive
2253,ted talk today hope elbow hug remind grit watch,0.7184,positive
2254,jai shreya ram2 se dubar anke liye bjpmodi ji amit sahji ke seth pure deshvashiyo ko dil bahut bahut,0,neutral
2255,"that you are dedicated to you, you will be able to do it,",0.4588,positive
2256,no one will be able to do it if there is no one to help them.,-0.1779,negative
2257,mauritius pm &amp; wife kobit pmmodi oathc aremoni delhi jai hind ???????? jai mauritius ???? be friends forever,0.6199,positive
2258,surprising day &amp; show c by thy logon manay th 2 month junk junk,0.2732,positive
2259,?? and galbat ustazi ?? bahot sohni eh foto zi tuhadi ?? lowe u ustazi ????,0.3527,positive
2260,"anyway, at least i didn&#39;t go down without explaining myself first. nun",0,neutral
2261,you can never tell the truth even by mistake.,-0.5207,negative
2262,many,0,neutral
2263,wolf&#39;s activity level,0,neutral
2264,phirvi baklol panti chalu c ongresk pravakt nhi mil karam jale hindu muslim ki,0,neutral
2265,our suggestions for respecting human rights are included in our country.,0.4939,positive
2266,only low-poly-polio cases at the c-oplanct crne bir sunwai nhi have me c omplanated curve on 5 may 2019,0,neutral
2267,who does not engage in a blaspheck or a meeting from angle?,-0.2584,negative
2268,twets a karbala onzel ???? nun,0,neutral
2269,djpt nhi kyu hindu ladkiyan gandgi girti hi j rahi hain liberal hindu hone ka ye result hai nan,0,neutral
2270,"for 2028, we have tried for modem which has been implemented for the purpose of attaining humankind.",0,neutral
2271,shri narendra modiji mani apki jeet kaliya her mondaya upwa rakh tha meri ye chotisi nav bh,0,neutral
2272,this is a question that needs to be answered.,0,neutral
2273,chotay chor he kalk ko daku bantay,0,neutral
2274,when modify take retire want you pm amid shah great strategist good hm nan,0.8074,positive
2275,aayeg modi hi plays ab lagnlg h feminch ommunism ab tumsn ho payeg agra apnan,0.25,positive
2276,lessons with lessons lessons lessons world,0,neutral
2277,sal and he are not invited,0,neutral
2278,"it is not possible to die in the eyes of the people who are happy, because they do not like the saloko juto.",0.6943,positive
2279,hayeeeee janiii ???????????? thank rrrr make birthday special ???????? allah bless,0.8385,positive
2280,you need javascript enabled to view it.,0,neutral
2281,acharyaji mein aap ki piri baat se sehmet nahi hu kyu tva devat mein agar koi nahi jayeg tho ye hindu aur musli,0,neutral
2282,"there is no one like you, no one like you, no one like you, no one like you, no one like you, no one like you.",-0.9631,negative
2283,the sun is shining brightly.,0.3612,positive
2284,jisk media nahi hot usk fan honte hai (salman said interveiv komal nahat) padmedia c antharmsalmann,0.3182,positive
2285,jazilsari dosto ko clss se bahr niklyan punishni picni c hoti hai nan,0,neutral
2286,side sir stay strong every punjabi love 's which k fatty ?? nan,0.8343,positive
2287,"on behalf of me and my party, i would like to extend my heartfelt condolences to all the members of the party.",0.9022,positive
2288,pubgni khelt tiktok us nikrt sut ni lagat girz ko dmnikrt soc iteti acc aptann,0,neutral
2289,look there is no shame ?? allah ke namke na bheem se dukh mein,0.443,positive
2290,mashallah je zaroor humsbik hai love pakhtoon ?? lowe&#39;s pak &amp; army ?????????? sunlo dhush,0.7319,positive
2291,congratul sir cong us elect imandaar chowkidar love u dear pm god bless u long live nan,0.8934,positive
2292,what is the expectation of ajay bjp and modi from within the country?,0,neutral
2293,"now, who is c ardia c arst be disillusioned?",-0.4404,negative
2294,what is the purpose of this bank? what is the purpose of this bank ???????? nun,0,neutral
2295,let &#39;s seye kounjeetg c an&#39;nt vaitvatch acion 130 pm angvs #cri c ketk c rovnan,0,neutral
2296,what is your worldcup lakerworldcup 2019 ?? &amp; virat koh fanb,0,neutral
2297,talent is not a child,0.4215,positive
2298,"spokespersons are not coming to pakistan, including india.",0,neutral
2299,"postal vote bjp and govrn employe from bjp, ummid.",0,neutral
2300,phenomena advertise best league world genuine worst final ever seen,0.0258,positive
2301,the only thing i can do is to watch the epic episode of god and see that god,0.4939,positive
2302,salt every child go school till with - free duc govern ensue proved,0.5106,positive
2303,jay treaf she kardiya kara delhi kolkar futur do 2 c ???????? pakistan suba ????????,0,neutral
2304,insane piti bless mother ?? ?? happymothersday bless world ' nan,0.594,positive
2305,beth aaye modi hebut main aquido dekh kuchdino pehl tum kapilsharma ko bolre kya,0,neutral
2306,what&#39;s so significant about a goat&#39;s head? ” nun,0.2716,positive
2307,priyankacraina thank babe ?? n't even know much wish mean ?? wish ran nan,0.8343,positive
2308,only the invisible invisible god give you many and all the best powers and more power,0.743,positive
2309,pksotor nouzubillah nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn.,0,neutral
2310,bhai aajtaktune kishi bhisc ampar avaj nahi uthai paramodi ji kumkale gungan par avaj uthat hai,0,neutral
2311,don&#39;t be ashamed to ask yourself if you have any questions about your insulin.,-0.4767,negative
2312,patragrohatgi absolutely correct insch toh 20c rore kuttpall.,0,neutral
2313,dogs don&#39;t bark at dogs,0,neutral
2314,movi date tayo u vanthehe - sino ka mun,0,neutral
2315,it is a mistake to say that you are not the only one in the world.,-0.34,negative
2316,you are in mt.,0,neutral
2317,salle doggyeva kyu teri bappa maulan ki,0,neutral
2318,life ... ?? choice ... ?? mistake ... ?? lesson ... ?? busy .?? nan,-0.5204,negative
2319,pickpick dayready,0,neutral
2320,"from the point of view of recruitment, bharatiya janata party (bjp)",0.4019,positive
2321,rapt one milan / made office nagpur well ??,0.3527,positive
2322,only quiet sir plzkay aktian sir qt3 allian c oompany&#39;s side sath 80,0,neutral
2323,buhhhh apki mp seathi tarah maryam safdar ki &quot;chamchagiri&quot; par mili hai nan,0,neutral
2324,"however, did modi destroy our shops and politics? ? ?????? nun",-0.6662,negative
2325,"it is true that you are the only hindu muslim who has survived, but he is not a spokesman for the gods.",0.4678,positive
2326,bhagat rather exact sir well said sir nan,0.2732,positive
2327,today we have only mobarakba den chung desh. today we have our own chair.,0,neutral
2328,there is a lot of point envelope in panc app,0,neutral
2329,surya modi ji inspir usbt &#39;mvaitdayatke oath? &#39;shist,0,neutral
2330,hum deshwashi you are becoming successful in hindu muslim culture,0.5859,positive
2331,carry hell now ll shit nan,-0.8481,negative
2332,au fact or pretty by sallow heart ?? here ?? nan,0.8541,positive
2333,lolgraat diffy c ulti mard hainya kuttey ?? nun,0,neutral
2334,"this is not the first time i&#39;ve read this, but it&#39;s the first time i&#39;ve read it.",0,neutral
2335,splast chaltu apna dna karva k apna sabit krday ktu aikhi bapki aulad hai aur apni ma ko,0,neutral
2336,person percent end day know anyway world mine nan,0,neutral
2337,thinker sharm thinker this blind obeisance that you are doing adversity blind worshipers,-0.7734,negative
2338,hope see far person first day did,0.4404,positive
2339,how much of the holy bible can i get without knowing it ?????? villain,-0.6767,negative
2340,siddiqui salle chutia tere jais,0,neutral
2341,"since 2013, there has been no circumcision of the child.",-0.296,negative
2342,c ongratul hounarbl prime minister shri narendra modi,0,neutral
2343,alhamdulillah god is not a decision,0.2732,positive
2344,good found know yes import ! ! ! ) nan,0.7562,positive
2345,hope today ?? tell picture  try race unfit track got put,0.504,positive
2346,the 54-year-old was shot in the head and his body was taken to the hospital. nun,0,neutral
2347,81. i don&#39;t think everything i do with all my heart is perfect.,0.836,positive
2348,first time make half swank guy proud bill jan,0.4767,positive
2349,how did you forget to send your name?,-0.2263,negative
2350,i wish all the best to our esteemed pm narendra modi.,0.8689,positive
2351,"why do you keep going, but it is not possible that the bakkwa will be done without any question.",0,neutral
2352,"thoko thoko, now you have no say where you go now",-0.296,negative
2353,ah survive trash pilot got kill,-0.6908,negative
2354,amiriyan batman given musal desi gen bollyvoodse kuchhi nahi hot dhangse nun,0,neutral
2355,?????????? happy birthday happy birthday to you,0.8541,positive
2356,sydzhesandhua hai kis ho youthak halboht bur hai achhain lakin boht kumstay strong visgoodlucknan,0.5106,positive
2357,indra ashok tanvarji is not alive,-0.2924,negative
2358,v singlepeoplethink godbusi vrite bestlowe story yeh khudk manki tasal,0,neutral
2359,guy ?? emboli good show much yet little mot break ?? mon ado nan,0.594,positive
2360,and they say that muslims do not stop their women from setting fire to them ??,-0.2197,negative
2361,end night w sketch,0,neutral
2362,rush suppose best mate yea already fuck mrs eastern nan,0.1779,positive
2363,the future of modiji&#39;s heartfelt congratulations is bright.,0.8834,positive
2364,the same thing applies with narcissism.,0,neutral
2365,patrag sambitji ye se cular nahi muslim ki parti hinko muslimkote chai durgati ho g,0,neutral
2366,well done m&#39;am apk is like the logo and kshkr is the face of such people.,0.5574,positive
2367,"well, at least i didn&#39;t go down without explaining myself first",0.2732,positive
2368,there is no end to the horrors of killing people.,-0.8834,negative
2369,mohammadpti kutayya bhonaktya rehtaaye heine and karvan chaltaye rehtainen yeh pashton hahan naa musli,0,neutral
2370,ab modi bhakt kiddhar hai,0,neutral
2371,"reverend modi, i beg you to stop the persecution of hindus in pakistan.",-0.296,negative
2372,"i don&#39;t think so, but this propaganda is from nickel bjp c ell.",-0.4357,negative
2373,ecc worldc upmankli andhi shaheeno ko lay urri 7 vc ketsypak ko shiksat,0,neutral
2374,"only i want to know about the fact of being an indian citizen, only our india",0.0772,positive
2375,"why is it fair, where is justice? i am not tired of kashmir victimization or people who don&#39;t know about india",0.5867,positive
2376,think make angry actual man song reproof never enough change ticket nan,-0.5106,negative
2377,sharam nhi tum ko ko ko ko ko kar karti ko ko ko ko ko ko ko ko ko lut aab jab,0,neutral
2378,your father did not leave the country,0.0382,positive
2379,harshak farab nahi dyat likn ab aitbar zab nahi det ?? nun,0,neutral
2380,onesolutiontoeveryproblem gudmorn sai ji blesss averyon makshimum sev simran parmarthan nan,0,neutral
2381,"there is no point in choosing a country that is so greedy that hindus, muslims and pakistanis.",-0.6359,negative
2382,like a dog coming to the abyss,0.3612,positive
2383,are good play guitar voice put sedan one friend ing away tell u thing,0.8176,positive
2384,best hope shall people 's sides anti nan,0.7003,positive
2385,assalam alaykum sistruli visfriandlike reallife semlove allahum barik ho,0,neutral
2386,"the people who are happy, you have been complaining about these songs",0.4404,positive
2387,modi,0,neutral
2388,devotees are as happy with narendra modi&#39;s oath as they are for the liberation of rahul gandhi.,0.6369,positive
2389,bet ah jhalak dekho domino ki savor ki aandz khudga hai ??????????,0,neutral
2390,sire big fan or plzzz predict at delhi assembly elect or predict may,0.3182,positive
2391,god bless bro worry ace kuch nahin hog bade bade patr log,0.25,positive
2392,bjp to hosh aa jan chhaya 2020,0,neutral
2393,last 's sent god n't hear nan,0.2732,positive
2394,"they are born automatically, both the flop and wife are alive on the floor and the sub flop is",-0.296,negative
2395,?? good morn almighti pop di ?? ?? please bless save sumiran permarthak bal ?? don&#39;t forget,0.8823,positive
2396,i am not feeling like myself,-0.357,negative
2397,how are you?,0,neutral
2398,"outside the group of lettering horn, and out of harmony of hindu muslims",0.4019,positive
2399,"there is no less than 1000 rupees in the market, the power is not enough.",-0.296,negative
2400,"from fakhri alam k onkar, who has been victimized, he has been reported",-0.4215,negative
2401,not at all,0,neutral
2402,#NAME?,0,neutral
2403,"you are the only one who understands that sahabji is the only one who has won, modi has won.",0.8126,positive
2404,"soldier ni chuti terrorism is dead, your country is in ruins.",-0.9153,negative
2405,bhakta busi tweet achh din 20 jab achh din nahi aya phirpat nahi yeh 20 ke pichkun hei nan,0,neutral
2406,couple day ago help chat ( @ hospital ) open future travel 2019 event shanghai great h nan,0.7783,positive
2407,8619715355 per book wait fatal chart prepare ticket confirm get refund nan,-0.5423,negative
2408,7.3026 a111 from numbar to whatsapp ay hai usm2500000 / -,0,neutral
2409,it is popular,0.4215,positive
2410,"we are very happy to meet the prime minister of india, shri modi.",0.6115,positive
2411,ustad subhfar better tahajjud subhfar better tahajjud subhfar better tahajjud subhfar better,0.891,positive
2412,yeahgooddecspakistan zindabad pak armi zind abadnan,0,neutral
2413,"it is reported that before being known, it is a matter of respect for the person who is speaking.",0.4939,positive
2414,c ongratulpmmodi ji aapko pur das agla 50 saltakpm dakhna chat hai c ongratul sir nan,0,neutral
2415,she quit cut dragon couple nan,-0.2732,negative
2416,54 jaito pakistankan namper larkio ko hug karna bandkaro fahab sahabshame nan,0.4767,positive
2417,kaheen jemim niqab kypechi hi na ho,0,neutral
2418,gadkari happy birthday,0.5719,positive
2419,god mornder sister happy saturday veekend jay shree ramjay shree bajrangbali dad,0.7003,positive
2420,yeh istan sal choro is trying on vote di ab modiji,0,neutral
2421,it is important to note that this is not the case in the united states.,0.5574,positive
2422,hearticongratulji ?? very best ???? nun,0.7545,positive
2423,"i want to talk to you a lot, thank you very much ???? meet me ?? made nan",0.5803,positive
2424,* okay mom frend plan trip,0.2263,positive
2425,you do not have the permission required to post,0,neutral
2426,the world seems to be on the brink of extinction.,0,neutral
2427,that has been lost since the fund has not been withdrawn cc,-0.3182,negative
2428,what is the best way to get rid of clutter you don&#39;t need? not yours,0.6369,positive
2429,"bharatk bhagyavidhat is supreme, it is bad for you to see that this is a great post.",0.6369,positive
2430,gadkari happy birth day sirje,0.5719,positive
2431,nt blaze fast presence,0,neutral
2432,i don&#39;t understand why people don&#39;t care so much about children.,0.4939,positive
2433,epi wazir-e-azam said 100 run ban bol insh boy boy play well,-0.0258,negative
2434,say read may ? h ? give strong man answer silent prayer gumma mubarak ?? ? nan,0.644,positive
2435,abey khandani chor tu chor hai har koi chor,0,neutral
2436,only one is requested to leave his bengali manirul islam out of bzp.,-0.0516,negative
2437,don&#39;t go for less that your full potential,0,neutral
2438,the expression &#39;azadi&#39; means pehleya khudjh samjho sardan ab that it is also possible to pay a certain amount of duty,0.1779,positive
2439,gnsal kathu halal ki aulad jisk asli bapk at pat nahi hai bakwa,0,neutral
2440,c ongratul modiji ji bjp jai hind jai sriram modiji app gulf labour kelih kuch karo ko main me,0,neutral
2441,absolutely not.,0,neutral
2442,pert1-vote&#39;s day is not full of people who are going to live the same life.,0,neutral
2443,"who would not think otherwise, is toh ida dirh hai bjp ?? nun",0,neutral
2444,dear sir one best ministry get nan,0.7783,positive
2445,it should not be played on 54th week of friday night.,-0.2584,negative
2446,inspired by kp vijay! ! ! nun,0.6219,positive
2447,mere bharata has topped the world due to aaj modi,0,neutral
2448,yes humayun&#39;s world certificate for the year 2019 is in full swing.,0.4019,positive
2449,you are a hindu who speaks for 15 minutes of the year,0,neutral
2450,< 4 4 1 9 > hiiiiiiiii new most hope get close soon ! ???? nan,0.6646,positive
2451,shatrughan sinh / yashwant singh / arun shauri these people,0,neutral
2452,"all the information is given to the stumdent, which the stupendent&#39;s midterm act is the mark of the mark, which is jald ajj",0,neutral
2453,good ?? र्निङ्पित जि ~ ?? dhan dhan satguru ter hi asr ?? bless kap u mind averytim ????,0.7691,positive
2454,speak from c onffgp to c oncst that this money is ready,0.3612,positive
2455,sister buri baat ayas nahi bolteya kissi,0,neutral
2456,happy birthday wear j ?????????????? . vaheguru ji hamesh chardi kal ch rakhmay birthday bringlot happin,0.6868,positive
2457,brain sudden plai no stone not die my day&#39;s bakva nan,0.2373,positive
2458,srkian hum logtechherko pagalban ke class se niklatye logma bapak chutiya ban karkdate pe niklat hai ???? nun,-0.6767,negative
2459,may btaega hope get honor hope mahadev give desert nan,0.8402,positive
2460,paneer tikk rik ip subspeaker has made it look better after that.,0.4404,positive
2461,shayad you do not know that the goverment is surrounded by debt,-0.3612,negative
2462,हहहह न बब बस अम⁇ ब नवि श ३ इरकय बक् तकय ?? what are you doing now? nun,0,neutral
2463,peach 5 world c upse mein c o c a c ol k dhakkan ke peech c ode sms kreel hai but to date,0,neutral
2464,congratulations to everyone,0.5994,positive
2465,it is not c o o c ents money shop has shops to find out against some of the best.,0.6369,positive
2466,pardhu sharmakar insniyati nhi toh partarkarit chod hoppe bjp vale,0,neutral
2467,ccr - federfront - mungeril&#39;s hasin dreams,0.4019,positive
2468,100 company response 70 % world 's carbon miss n't understand south african consume nan,-0.1531,negative
2469,vari latte media defam c ongligin c ong med arm set with medulla,0,neutral
2470,"mostly auspiciously, for your other kind of work, our hope is that which is your last 5",0.4404,positive
2471,bajrangi good move n't see yet nan,0.4404,positive
2472,madhya pradesh&#39;s kamal nath sarkar is being insulted by the country&#39;s tricolor at 9.35 pm last night.,-0.5106,negative
2473,overseas jankar desh pnmutanki c omedykhudka entertain kart hai deshni ke liye,0.3182,positive
2474,beit instadad jab and and he mar and mar mar ho and zoot bolt jar jah,0,neutral
2475,send love message show * forward *,0.6369,positive
2476,really n't see think middle class people like joke like shit like baby i ka,0.6249,positive
2477,break freaye yeh ladkiyonk bad hi galatkam hai first order differ drink,-0.5423,negative
2478,thank god babe mahan nahin bani bija bauj ko man kriya sath rehna ko ba auspio c kriti ???? khuran,0.6767,positive
2479,congratul hope minister,0.4404,positive
2480,"first sp is movable and it does not expand, but from the launch of the bike",-0.1232,negative
2481,# ???? _ ????? _ ???????? god who means not to deceive like brahmando,0.4953,positive
2482,"well, at least i didn&#39;t go down without explaining myself first",0.2732,positive
2483,स्तिल्ल् एले c त्र् ॥। . ? ? kith ibadat kr rah ho vapd valo sadi neind kharabkiti na @ द् c रवल्पिन्दि नन्,0,neutral
2484,listen ten figure beauty love look hair detail ! ! ! ! ! ! !,0.8798,positive
2485,i will not see rohit in it because bo abhi is sleeping,0,neutral
2486,happy birthday shahe a insaniyat ?????? miss alvay bravo is not a shaheedsalmant,0.6199,positive
2487,"gold is not a bad thing, it is a bad thing.",-0.1655,negative
2488,why pizza really good asl ?? मद् अफ़् ल c तोस् ???? nun,0.6313,positive
2489,fairless level huhlikk ass bitchdheet beghairt zardari thu gandu hai,-0.5423,negative
2490,tramp america hate minor boooooo made india hate minor panama photo ???? nan,-0.8541,negative
2491,yes sir saar namaskar want see cabinet sir told develop cabal,0.4588,positive
2492,the smell of pakistan was so strong that it could not win.,0.289,positive
2493,dear sir per 2462603089 sir tomorrow exam rib-je first time nan,0.3818,positive
2494,"the bjp benefited from the election, but many activists lost their lives and died.",-0.8338,negative
2495,this is not the case,0,neutral
2496,it is very sad that rohit sirvase ashutoshji has lost his job as a spokesperson for the congress.,-0.6901,negative
2497,"even so, owning one is still beyond the reach of the average person.",0.0258,positive
2498,"those who do not know what they are sending, they are sending a message to the leader",0,neutral
2499,dear viewer thank uncondit love faith away,0.9022,positive
2500,"you like me, please talk to btp bjp dal tottal channel and opposite",0.5859,positive
2501,"life is junk, which is a very big brain ???????????????????",0,neutral
2502,shameless self-promotion for ballistic products and a great bargain on a neat little knife for you,0.7579,positive
2503,s cause tutti new age human u social media help face news nan,0.4019,positive
2504,did inter freedom speech etc etc let us unit & fight fascia ' . did man shout jaw she nan,0.3818,positive
2505,"however, it is also a race to be reckoned with",0,neutral
2506,jai javan jai,0,neutral
2507,affanf9 australia ecc avent australia has always played well.,0.5423,positive
2508,if this is not the case then maybe this is not the case.,0,neutral
2509,this is not the case here.,0,neutral
2510,10 people arrest mamma banerje 's policy chant jaw she ram tm good went one step by worker st nan,0.128,positive
2511,i don&#39;t understand myself 90% of the time.,0,neutral
2512,feku is such a chakra ki au chait gi puri c ongressad aya modiji ki bahan fek nahin,0,neutral
2513,you don&#39;t have to be an iron man to go abroad like you do to your aeronautics.,0.3612,positive
2514,"it is not possible that the church has been lost, its church has not been found on hindu muslims.",-0.3182,negative
2515,"that the circus has created a market for open air exams, but kamal nanda",0.128,positive
2516,haven&#39;t you started yet? did you see that today&#39;s news is not good ??,-0.449,negative
2517,?? happy birthday sinclair / wolfsbn,0.6199,positive
2518,the bjp government will remain the same,0,neutral
2519,god bless u dense wish u remove well mental ill neat chutiya,0.836,positive
2520,"sen freedom speech problem is in the past, i see this bolk dekhe koi -",0.3612,positive
2521,"the day that is accepted by hummus, the brother who is a devotee of god is punished directly",0.4215,positive
2522,am na nap boy play really well ?? meme explain ?? pakvwi wivpak,0.6959,positive
2523,people look at him like a pig and throw money at him.,0.3612,positive
2524,barefoot bjp is not a threat to hindus,0.4168,positive
2525,s baby desert much better truly screw writer saar character develop ka ra,0.6597,positive
2526,only imandarloko jusi sakwan goodthing alwayni c a slaepnn.,0,neutral
2527,bc but humc is a reminiscent of a lion who has loved his own brother *,0.7469,positive
2528,s beauty pick ever exist like look beauty outfit beauty eye beautiful nan,0.9571,positive
2529,the lesson is that no one can be 100% right who is not the leader of the country.,-0.296,negative
2530,akhir kyon nhi 100% expiry rate for kadam nahi uthi kahinc ongress bzp,0,neutral
2531,om islam kabool kern bohat agni jawan bhoath who was the chief of ab jawani,0,neutral
2532,2 artil islam khatri mein hai tommorovs,0,neutral
2533,devotees look and believe in miracles and ballot bab&#39;s kamal fenku and so that it is added and cherished.,0.5859,positive
2534,"may allah forgive me, even if it is not from ayat-ul-kursi",0.2732,positive
2535,why did the cow protector not appear in any mobile phone?,0,neutral
2536,love bent ?? pick mirror north week,0.6767,positive
2537,???? ?????????? ?????? ???? ???? fight nashvillemovi ?? fight ray ran nan,-0.7319,negative
2538,[video] afghan street foodseri degdanva tanor mitra (english substitute). appfocusimian,0,neutral
2539,"modi is not your enemy, yogi is not your friend",0.0572,positive
2540,aajji gyne ?? it is not necessary to give a c oncause that the person may be happy,0.6199,positive
2541,humor woh chhed bhi jhadu ka kar bana hai varna abtakshit mouth,0.2732,positive
2542,world c sub dekhre sir5 ko india jiteg dhwan virat rahulk bol boleg jai hind jai modi nan,0,neutral
2543,he is a pakistani teacher with a teacher.,0,neutral
2544,yahusef retentbro drav averybodi fortun unfortunn,0,neutral
2545,this is a very interesting thing to do.,0.4576,positive
2546,[ code dad ] war pike = best n't grubhub sub,0.0772,positive
2547,र रेदी दिल्ल् जानस ?? nun,0,neutral
2548,"# ?????? everybody needs to get the right results, even if it&#39;s just for the sake of politics.",0,neutral
2549,everywhere this sublime bastard is religious?,-0.5423,negative
2550,ntvorri bhotse c uryeh km az kmr array gheri ki baski baat nahi ?? nun,0,neutral
2551,i am very sad about your heart like lord jagannath. 4. 4. 4. jai jagannath,0.5118,positive
2552,manna pdeg apgo&#39;s 6 amsec ontinu live repot rhe subhse sham sham tak aokshwetsingh,0,neutral
2553,जहिल औरत्; 1 30-35c and that the population would not be minoritu,0,neutral
2554,srkshfnboy beast blockrsle jlte hai dusro ke kamse khudak star garbeth hai dono nallai nan,0,neutral
2555,jan obvius&#39; m ekshtrem eksc itvattch,0,neutral
2556,newprofilep 6 year dream ?? come true ?? inspire hero love brother god one nan,0.9605,positive
2557,don&#39;t be fooled,-0.3818,negative
2558,happy birthday mamma rip miss u lot yes ??,0.7319,positive
2559,these 40% are people who do not want to end the congress.,-0.0572,negative
2560,in 28,0,neutral
2561,"it&#39;s not that i don&#39;t love you, it&#39;s that i don&#39;t love you, it&#39;s that i don&#39;t love you.",0.9274,positive
2562,bjpv and bjpn&#39;s own parliamentary languages,0,neutral
2563,"this is an ice cream problem, because the voice of the person with the 2nd person is silent again in a few days.",-0.4019,negative
2564,"write your own, like this akhir pak ammi zindbad need allah apko mage ghadderon ko",0.3612,positive
2565,"hmmm, let&#39;s just say the prime minister is very happy. nun",0.6115,positive
2566,speak for yourself ? ? nun,0,neutral
2567,"no, i&#39;m not happy",-0.4585,negative
2568,"against the 101 things that do not work, such as superpower stealing from pakistan.",-0.5719,negative
2569,s quit sad even construct ram manner ram janambhoomi ayodhya need knock door court,-0.4767,negative
2570,every age is loved differently,0.5994,positive
2571,watch and enjoy amazevideo lowe&#39;s track bhumroo sung (full song abook),0.4939,positive
2572,ami i first did without 'm still unable believe ?? per ammiallah i nan,0,neutral
2573,happy birthday morgan freemen - fili tunica help line 8866681188 / 2288 / 3388 / 4488 born 31 may 1943 (,0.836,positive
2574,hata guarantee number would wrong ???? also question answer sorry her,-0.4696,negative
2575,much love laughter n bless ?? everyone favorite n mere japan pari thank u much wonderful nan,0.9626,positive
2576,"don&#39;t be a patriot if you want to end politics, work for the good of the country.",0.4939,positive
2577,"ferdousspti shows absolutely nothing to the person who has received the award, who has given his / her life the honor of the person.",0.7717,positive
2578,big fools retriever your channel is going to hurry up,-0.4939,negative
2579,muji lag aid hai khul hog parshit sab almost bandht nan,-0.34,negative
2580,sidr umr awsom sir) asadumar panahgah,0,neutral
2581,"sir, i don&#39;t care what you say.",0.4939,positive
2582,height sirse panvat tak birthaday perti nahi dung signpoor namke kart han fawurit c olour rangeen hai zindag nun,0,neutral
2583,keep an eye out,0,neutral
2584,like perform raanjhana move appreci today feel right sunday di,0.3612,positive
2585,fuck,-0.5423,negative
2586,very disturba hukamran and avam subha behi zindagi mein only parash,0,neutral
2587,trap franklin dismay sponsor - enter free,-0.2023,negative
2588,"how are you going to become a jounralist, who is not in the same place as you are a jounalist?",0,neutral
2589,wish happy birthday love ! ????,0.9161,positive
2590,congratul much proud jaw hind and madam earth,0.4767,positive
2591,type family like  look beauty baby  ?? cat kitty chat minor minor me # ? # ?? # ??,0.8053,positive
2592,world salmon khan world lowe&#39;s,0,neutral
2593,inko itna goli maro ke yeh madharchod,0,neutral
2594,rkn deshpandwariyeti pakod great 2 stand 1 palak patt ke pakod greatke nun,0.6249,positive
2595,say i am not from delhi;,0,neutral
2596,dssagainstdowri good more papa g bless us maximum sea simon parmarth success life nan,0.8646,positive
